Scanning dir /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository
Starting filesystem walk for root: /
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/mockito/mockito-junit-jupiter/5.20.0/mockito-junit-jupiter-5.20.0.pom: failed resolving {Maven:org.mockito:mockito-junit-jupiter[Concrete:5.20.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.13.4/junit-jupiter-api-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/objenesis/objenesis-parent/3.3/objenesis-parent-3.3.pom: failed resolving {Maven:org.objenesis:objenesis-parent[Concrete:3.3] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.9.0:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.9.0/junit-jupiter-5.9.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/skyscreamer/jsonassert/1.5.3/jsonassert-1.5.3.pom: failed resolving {Maven:org.skyscreamer:jsonassert[Concrete:1.5.3] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/1.7.36/slf4j-parent-1.7.36.pom: failed resolving {Maven:org.slf4j:slf4j-parent[Concrete:1.7.36] {}}: failed to fetch Maven project junit:junit@4.13:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13/junit-4.13.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/slf4j/slf4j-parent/2.0.17/slf4j-parent-2.0.17.pom: failed resolving {Maven:org.slf4j:slf4j-parent[Concrete:2.0.17] {}}: failed to fetch Maven project junit:junit@4.13.1:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.1/junit-4.13.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/sonatype/plexus/plexus-build-api/0.0.7/plexus-build-api-0.0.7.pom: failed resolving {Maven:org.sonatype.plexus:plexus-build-api[Concrete:0.0.7] {}}: failed to fetch Maven project org.codehaus.plexus:plexus-container-default@1.0-alpha-9:
API query failed: Maven registry http://127.0.0.1:32815/org/codehaus/plexus/plexus-container-default/1.0-alpha-9/plexus-container-default-1.0-alpha-9.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/springframework/boot/spring-boot-starter-test/4.0.6/spring-boot-starter-test-4.0.6.pom: failed resolving {Maven:org.springframework.boot:spring-boot-starter-test[Concrete:4.0.6] {}}: failed to fetch Maven project net.bytebuddy:byte-buddy@1.18.3:
API query failed: Maven registry http://127.0.0.1:32815/net/bytebuddy/byte-buddy/1.18.3/byte-buddy-1.18.3.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/springframework/boot/spring-boot-starter-validation/4.0.6/spring-boot-starter-validation-4.0.6.pom: failed resolving {Maven:org.springframework.boot:spring-boot-starter-validation[Concrete:4.0.6] {}}: failed to fetch Maven project org.jboss.logging:jboss-logging@3.6.1.Final:
API query failed: Maven registry http://127.0.0.1:32815/org/jboss/logging/jboss-logging/3.6.1.Final/jboss-logging-3.6.1.Final.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/springframework/boot/spring-boot-validation/4.0.6/spring-boot-validation-4.0.6.pom: failed resolving {Maven:org.springframework.boot:spring-boot-validation[Concrete:4.0.6] {}}: failed to fetch Maven project org.jboss.logging:jboss-logging@3.6.1.Final:
API query failed: Maven registry http://127.0.0.1:32815/org/jboss/logging/jboss-logging/3.6.1.Final/jboss-logging-3.6.1.Final.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/vafer/jdependency/2.10/jdependency-2.10.pom: failed resolving {Maven:org.vafer:jdependency[Concrete:2.10] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/yaml/snakeyaml/2.5/snakeyaml-2.5.pom: failed resolving {Maven:org.yaml:snakeyaml[Concrete:2.5] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/tools/jackson/core/jackson-databind/3.1.2/jackson-databind-3.1.2.pom: failed resolving {Maven:tools.jackson.core:jackson-databind[Concrete:3.1.2] {}}: failed to fetch Maven project com.google.guava:guava-testlib@32.0.1-jre:
API query failed: Maven registry http://127.0.0.1:32815/com/google/guava/guava-testlib/32.0.1-jre/guava-testlib-32.0.1-jre.pom query status: 404
Error during extraction: (extracting as transitivedependency/pomxml) failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-classic/1.5.32/logback-classic-1.5.32.pom: failed resolving {Maven:ch.qos.logback:logback-classic[Concrete:1.5.32] {}}: failed to fetch Maven project org.slf4j:log4j-over-slf4j@2.0.17:
API query failed: Maven registry http://127.0.0.1:32815/org/slf4j/log4j-over-slf4j/2.0.17/log4j-over-slf4j-2.0.17.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/ch/qos/logback/logback-parent/1.5.32/logback-parent-1.5.32.pom: failed resolving {Maven:ch.qos.logback:logback-parent[Concrete:1.5.32] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.9.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/github/luben/zstd-jni/1.5.5-11/zstd-jni-1.5.5-11.pom: failed resolving {Maven:com.github.luben:zstd-jni[Concrete:1.5.5-11] {}}: failed to fetch Maven project org.scalatest:scalatest_2.13@3.2.17:
API query failed: Maven registry http://127.0.0.1:32815/org/scalatest/scalatest_2.13/3.2.17/scalatest_2.13-3.2.17.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/com/thoughtworks/qdox/qdox/2.2.0/qdox-2.2.0.pom: failed resolving {Maven:com.thoughtworks.qdox:qdox[Concrete:2.2.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.11.3:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.11.3/junit-jupiter-5.11.3.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-codec/commons-codec/1.17.1/commons-codec-1.17.1.pom: failed resolving {Maven:commons-codec:commons-codec[Concrete:1.17.1] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-engine@5.11.0-M2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-engine/5.11.0-M2/junit-jupiter-engine-5.11.0-M2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-codec/commons-codec/1.19.0/commons-codec-1.19.0.pom: failed resolving {Maven:commons-codec:commons-codec[Concrete:1.19.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-engine@5.13.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-engine/5.13.1/junit-jupiter-engine-5.13.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.11.0/commons-io-2.11.0.pom: failed resolving {Maven:commons-io:commons-io[Concrete:2.11.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.7.2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.7.2/junit-jupiter-5.7.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.16.1/commons-io-2.16.1.pom: failed resolving {Maven:commons-io:commons-io[Concrete:2.16.1] {}}: failed to fetch Maven project org.junit-pioneer:junit-pioneer@1.9.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit-pioneer/junit-pioneer/1.9.1/junit-pioneer-1.9.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-io/commons-io/2.20.0/commons-io-2.20.0.pom: failed resolving {Maven:commons-io:commons-io[Concrete:2.20.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.13.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.13.1/junit-jupiter-5.13.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.5/commons-logging-1.3.5.pom: failed resolving {Maven:commons-logging:commons-logging[Concrete:1.3.5] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.11.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.11.4/junit-vintage-engine-5.11.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/commons-logging/commons-logging/1.3.6/commons-logging-1.3.6.pom: failed resolving {Maven:commons-logging:commons-logging[Concrete:1.3.6] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.14.2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.14.2/junit-vintage-engine-5.14.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-commons/1.16.5/micrometer-commons-1.16.5.pom: failed resolving {Maven:io.micrometer:micrometer-commons[Concrete:1.16.5] {}}: failed to fetch Maven project ch.qos.logback:logback-classic@1.2.13:
API query failed: Maven registry http://127.0.0.1:32815/ch/qos/logback/logback-classic/1.2.13/logback-classic-1.2.13.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-core/1.16.6/micrometer-core-1.16.6.pom: failed resolving {Maven:io.micrometer:micrometer-core[Concrete:1.16.6] {}}: failed to fetch Maven project org.aspectj:aspectjrt@1.9.24:
API query failed: Maven registry http://127.0.0.1:32815/org/aspectj/aspectjrt/1.9.24/aspectjrt-1.9.24.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-jakarta9/1.16.5/micrometer-jakarta9-1.16.5.pom: failed resolving {Maven:io.micrometer:micrometer-jakarta9[Concrete:1.16.5] {}}: failed to fetch Maven project jakarta.jms:jakarta.jms-api@3.0.0:
API query failed: Maven registry http://127.0.0.1:32815/jakarta/jms/jakarta.jms-api/3.0.0/jakarta.jms-api-3.0.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/io/micrometer/micrometer-observation/1.16.5/micrometer-observation-1.16.5.pom: failed resolving {Maven:io.micrometer:micrometer-observation[Concrete:1.16.5] {}}: failed to fetch Maven project io.micrometer:context-propagation@1.2.1:
API query failed: Maven registry http://127.0.0.1:32815/io/micrometer/context-propagation/1.2.1/context-propagation-1.2.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/validation/jakarta.validation-api/3.1.1/jakarta.validation-api-3.1.1.pom: failed resolving {Maven:jakarta.validation:jakarta.validation-api[Concrete:3.1.1] {}}: failed to fetch Maven project org.testng:testng@7.9.0:
API query failed: Maven registry http://127.0.0.1:32815/org/testng/testng/7.9.0/testng-7.9.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/jakarta/xml/bind/jakarta.xml.bind-api/4.0.4/jakarta.xml.bind-api-4.0.4.pom: failed resolving {Maven:jakarta.xml.bind:jakarta.xml.bind-api[Concrete:4.0.4] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-agent/1.17.8/byte-buddy-agent-1.17.8.pom: failed resolving {Maven:net.bytebuddy:byte-buddy-agent[Concrete:1.17.8] {}}: failed to fetch Maven project net.java.dev.jna:jna@5.12.1:
API query failed: Maven registry http://127.0.0.1:32815/net/java/dev/jna/jna/5.12.1/jna-5.12.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy-parent/1.17.8/byte-buddy-parent-1.17.8.pom: failed resolving {Maven:net.bytebuddy:byte-buddy-parent[Concrete:1.17.8] {}}: failed to fetch Maven project com.google.code.findbugs:findbugs-annotations@3.0.1:
API query failed: Maven registry http://127.0.0.1:32815/com/google/code/findbugs/findbugs-annotations/3.0.1/findbugs-annotations-3.0.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/bytebuddy/byte-buddy/1.17.8/byte-buddy-1.17.8.pom: failed resolving {Maven:net.bytebuddy:byte-buddy[Concrete:1.17.8] {}}: failed to fetch Maven project net.java.dev.jna:jna@5.12.1:
API query failed: Maven registry http://127.0.0.1:32815/net/java/dev/jna/jna/5.12.1/jna-5.12.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/minidev/accessors-smart/2.6.0/accessors-smart-2.6.0.pom: failed resolving {Maven:net.minidev:accessors-smart[Concrete:2.6.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.13.4/junit-jupiter-api-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/net/minidev/json-smart/2.6.0/json-smart-2.6.0.pom: failed resolving {Maven:net.minidev:json-smart[Concrete:2.6.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.13.4/junit-jupiter-api-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache-extras/beanshell/bsh/2.0b6/bsh-2.0b6.pom: failed resolving {Maven:org.apache-extras.beanshell:bsh[Concrete:2.0b6] {}}: failed to fetch Maven project junit:junit@4.12:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.12/junit-4.12.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.26.1/commons-compress-1.26.1.pom: failed resolving {Maven:org.apache.commons:commons-compress[Concrete:1.26.1] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.10.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.10.1/junit-vintage-engine-5.10.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.26.2/commons-compress-1.26.2.pom: failed resolving {Maven:org.apache.commons:commons-compress[Concrete:1.26.2] {}}: failed to fetch Maven project org.junit.vintage:junit-vintage-engine@5.10.2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/vintage/junit-vintage-engine/5.10.2/junit-vintage-engine-5.10.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.27.1/commons-compress-1.27.1.pom: failed resolving {Maven:org.apache.commons:commons-compress[Concrete:1.27.1] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-params@5.11.0-M2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-params/5.11.0-M2/junit-jupiter-params-5.11.0-M2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.12.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.7.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.7.1/junit-jupiter-5.7.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.14.0/commons-lang3-3.14.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.14.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.10.0:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.10.0/junit-jupiter-5.10.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.16.0/commons-lang3-3.16.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.16.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.11.0-M2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.11.0-M2/junit-jupiter-5.11.0-M2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.19.0/commons-lang3-3.19.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.19.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.13.4/junit-jupiter-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom: failed resolving {Maven:org.apache.commons:commons-text[Concrete:1.10.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.9.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.9.1/junit-jupiter-5.9.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j-to-slf4j/2.25.4/log4j-to-slf4j-2.25.4.pom: failed resolving {Maven:org.apache.logging.log4j:log4j-to-slf4j[Concrete:2.25.4] {}}: failed to fetch Maven project org.osgi:org.osgi.core@6.0.0:
API query failed: Maven registry http://127.0.0.1:32815/org/osgi/org.osgi.core/6.0.0/org.osgi.core-6.0.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j/2.25.4/log4j-2.25.4.pom: failed resolving {Maven:org.apache.logging.log4j:log4j[Concrete:2.25.4] {}}: failed to fetch Maven project biz.aQute.bnd:biz.aQute.bnd.annotation@7.1.0:
API query failed: Maven registry http://127.0.0.1:32815/biz/aQute/bnd/biz.aQute.bnd.annotation/7.1.0/biz.aQute.bnd.annotation-7.1.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer-api/3.6.2/enforcer-api-3.6.2.pom: failed resolving {Maven:org.apache.maven.enforcer:enforcer-api[Concrete:3.6.2] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.11:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.11/maven-plugin-api-3.9.11.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer-rules/3.6.2/enforcer-rules-3.6.2.pom: failed resolving {Maven:org.apache.maven.enforcer:enforcer-rules[Concrete:3.6.2] {}}: failed to fetch Maven project org.apache.maven:maven-artifact@3.9.11:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-artifact/3.9.11/maven-artifact-3.9.11.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-archiver/3.6.2/maven-archiver-3.6.2.pom: failed resolving {Maven:org.apache.maven:maven-archiver[Concrete:3.6.2] {}}: failed to fetch Maven project org.mockito:mockito-core@4.11.0:
API query failed: Maven registry http://127.0.0.1:32815/org/mockito/mockito-core/4.11.0/mockito-core-4.11.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-clean-plugin/3.5.0/maven-clean-plugin-3.5.0.pom: failed resolving {Maven:org.apache.maven.plugins:maven-clean-plugin[Concrete:3.5.0] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.9:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.9/maven-plugin-api-3.9.9.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-compiler-plugin/3.14.1/maven-compiler-plugin-3.14.1.pom: failed resolving {Maven:org.apache.maven.plugins:maven-compiler-plugin[Concrete:3.14.1] {}}: failed to fetch Maven project org.apache.maven.plugin-tools:maven-plugin-annotations@3.15.1:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/plugin-tools/maven-plugin-annotations/3.15.1/maven-plugin-annotations-3.15.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-enforcer-plugin/3.6.2/maven-enforcer-plugin-3.6.2.pom: failed resolving {Maven:org.apache.maven.plugins:maven-enforcer-plugin[Concrete:3.6.2] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.11:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.11/maven-plugin-api-3.9.11.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-jar-plugin/3.4.2/maven-jar-plugin-3.4.2.pom: failed resolving {Maven:org.apache.maven.plugins:maven-jar-plugin[Concrete:3.4.2] {}}: failed to fetch Maven project org.apache.maven.plugin-tools:maven-plugin-annotations@3.12.0:
